row_number,NDVI,Pred_Veg,geometry,latitude,longitude,area,centroid_latitude,centroid_longitude
950,0.712228,Fen,"POLYGON Z ((464606.29399999976 7194515.1351 0, 464606.29399999976 7194509.9351 0, 464590.69400000013 7194509.9351 0, 464590.69400000013 7194520.335099999 0, 464595.8940000003 7194520.335099999 0, 464595.8940000003 7194525.535100002 0, 464601.0939999996 7194525.535100002 0, 464601.0939999996 7194520.335099999 0, 464606.29399999976 7194520.335099999 0, 464606.29399999976 7194515.1351 0))",,,189.2799999845028,7194516.249385712,464598.49399999983
951,0.712739,Fen,"POLYGON Z ((464663.49399999995 7194499.535100002 0, 464663.49399999995 7194504.735100001 0, 464658.29399999976 7194504.735100001 0, 464658.29399999976 7194509.9351 0, 464647.8940000003 7194509.9351 0, 464647.8940000003 7194515.1351 0, 464647.8940000003 7194520.335099999 0, 464653.0939999996 7194520.335099999 0, 464653.0939999996 7194525.535100002 0, 464653.0939999996 7194530.735100001 0, 464658.29399999976 7194530.735100001 0, 464658.29399999976 7194520.335099999 0, 464668.69400000013 7194520.335099999 0, 464673.8940000003 7194520.335099999 0, 464673.8940000003 7194515.1351 0, 464668.69400000013 7194515.1351 0, 464668.69400000013 7194509.9351 0, 464668.69400000013 7194499.535100002 0, 464663.49399999995 7194499.535100002 0))",,,378.5599999690057,7194514.763671429,464660.15114285704
952,0.712519,Shrubland,"POLYGON Z ((464715.49399999995 7194509.9351 0, 464710.29399999976 7194509.9351 0, 464710.29399999976 7194515.1351 0, 464705.0939999996 7194515.1351 0, 464705.0939999996 7194525.535100002 0, 464710.29399999976 7194525.535100002 0, 464720.69400000013 7194525.535100002 0, 464720.69400000013 7194520.335099999 0, 464720.69400000013 7194515.1351 0, 464715.49399999995 7194515.1351 0, 464715.49399999995 7194509.9351 0))",,,189.28000003777447,7194519.220814286,464712.89399999974
953,0.715984,Fen,"POLYGON Z ((464725.8940000003 7194509.9351 0, 464725.8940000003 7194515.1351 0, 464720.69400000013 7194515.1351 0, 464720.69400000013 7194520.335099999 0, 464731.0939999996 7194520.335099999 0, 464731.0939999996 7194509.9351 0, 464725.8940000003 7194509.9351 0))",,,81.11999998159706,7194516.001766669,464726.7606666665
954,0.738035,Fen,"POLYGON Z ((464866.29399999976 7194499.535100002 0, 464855.8940000003 7194499.535100002 0, 464855.8940000003 7194504.735100001 0, 464850.69400000013 7194504.735100001 0, 464850.69400000013 7194515.1351 0, 464855.8940000003 7194515.1351 0, 464855.8940000003 7194520.335099999 0, 464861.0939999996 7194520.335099999 0, 464861.0939999996 7194515.1351 0, 464861.0939999996 7194504.735100001 0, 464866.29399999976 7194504.735100001 0, 464866.29399999976 7194499.535100002 0))",,,189.27999996028845,7194508.820814286,464857.75114285713
955,0.743101,Shrubland,"POLYGON Z ((464897.49399999995 7194504.735100001 0, 464897.49399999995 7194499.535100002 0, 464892.29399999976 7194494.335099999 0, 464887.0939999996 7194494.335099999 0, 464887.0939999996 7194509.9351 0, 464861.0939999996 7194515.1351 0, 464861.0939999996 7194520.335099999 0, 464855.8940000003 7194520.335099999 0, 464855.8940000003 7194530.735100001 0, 464866.29399999976 7194530.735100001 0, 464866.29399999976 7194525.535100002 0, 464881.8940000003 7194520.335099999 0, 464897.49399999995 7194509.9351 0, 464897.49399999995 7194504.735100001 0))",,,527.2800000280886,7194514.468433333,464877.760666666
956,0.588962,Evergreen Forest,"POLYGON Z ((464413.8940000003 7194489.1351 0, 464413.8940000003 7194525.535100002 0, 464419.0939999996 7194525.535100002 0, 464419.0939999996 7194520.335099999 0, 464424.29399999976 7194520.335099999 0, 464424.29399999976 7194515.1351 0, 464424.29399999976 7194509.9351 0, 464429.49399999995 7194504.735100001 0, 464434.69400000013 7194504.735100001 0, 464434.69400000013 7194499.535100002 0, 464424.29399999976 7194499.535100002 0, 464424.29399999976 7194483.9351 0, 464419.0939999996 7194483.9351 0, 464419.0939999996 7194489.1351 0, 464413.8940000003 7194489.1351 0))",,,446.15999997626994,7194504.472473736,464420.5647070704
957,0.588499,Evergreen Forest,"POLYGON Z ((464450.29399999976 7194489.1351 0, 464439.8940000003 7194489.1351 0, 464439.8940000003 7194499.535100002 0, 464445.0939999996 7194499.535100002 0, 464445.0939999996 7194504.735100001 0, 464450.29399999976 7194504.735100001 0, 464450.29399999976 7194515.1351 0, 464455.49399999995 7194515.1351 0, 464460.69400000013 7194515.1351 0, 464460.69400000013 7194520.335099999 0, 464476.29399999976 7194520.335099999 0, 464481.49399999995 7194520.335099999 0, 464481.49399999995 7194525.535100002 0, 464491.8940000003 7194525.535100002 0, 464491.8940000003 7194515.1351 0, 464486.69400000013 7194515.1351 0, 464481.49399999995 7194515.1351 0, 464481.49399999995 7194509.9351 0, 464471.0939999996 7194509.9351 0, 464460.69400000013 7194509.9351 0, 464455.49399999995 7194494.335099999 0, 464455.49399999995 7194489.1351 0, 464450.29399999976 7194489.1351 0))",,,662.4800000159814,7194508.661630613,464463.3470612248
958,0.717143,Evergreen Forest,"POLYGON Z ((464533.49399999995 7194509.9351 0, 464533.49399999995 7194499.535100002 0, 464523.0939999996 7194499.535100002 0, 464523.0939999996 7194504.735100001 0, 464512.69400000013 7194504.735100001 0, 464512.69400000013 7194509.9351 0, 464528.29399999976 7194515.1351 0, 464528.29399999976 7194509.9351 0, 464533.49399999995 7194509.9351 0))",,,202.79999997094274,7194506.8151,464524.4806666665
959,0.703247,Shrubland,"POLYGON Z ((464637.49399999995 7194504.735100001 0, 464637.49399999995 7194499.535100002 0, 464627.0939999996 7194499.535100002 0, 464627.0939999996 7194504.735100001 0, 464616.69400000013 7194504.735100001 0, 464616.69400000013 7194509.9351 0, 464606.29399999976 7194509.9351 0, 464606.29399999976 7194515.1351 0, 464637.49399999995 7194515.1351 0, 464637.49399999995 7194504.735100001 0))",,,324.4799999554455,7194509.068433332,464625.3606666665
960,0.710402,Shrubland,"POLYGON Z ((464679.0939999996 7194504.735100001 0, 464673.8940000003 7194504.735100001 0, 464673.8940000003 7194509.9351 0, 464668.69400000013 7194509.9351 0, 464668.69400000013 7194515.1351 0, 464673.8940000003 7194515.1351 0, 464679.0939999996 7194515.1351 0, 464679.0939999996 7194509.9351 0, 464679.0939999996 7194504.735100001 0))",,,81.11999998159708,7194510.8017666675,464674.7606666666
961,0.720196,Fen,"POLYGON Z ((464746.69400000013 7194504.735100001 0, 464736.29399999976 7194504.735100001 0, 464736.29399999976 7194509.9351 0, 464731.0939999996 7194509.9351 0, 464731.0939999996 7194520.335099999 0, 464731.0939999996 7194525.535100002 0, 464741.49399999995 7194525.535100002 0, 464746.69400000013 7194525.535100002 0, 464746.69400000013 7194535.9351 0, 464751.8940000003 7194535.9351 0, 464751.8940000003 7194541.1351 0, 464757.0939999996 7194541.1351 0, 464757.0939999996 7194535.9351 0, 464757.0939999996 7194530.735100001 0, 464751.8940000003 7194530.735100001 0, 464751.8940000003 7194525.535100002 0, 464751.8940000003 7194515.1351 0, 464746.69400000013 7194515.1351 0, 464746.69400000013 7194504.735100001 0))",,,459.6800000184029,7194520.488041176,464743.48223529354
962,0.706947,Fen,"POLYGON Z ((464772.69400000013 7194499.535100002 0, 464757.0939999996 7194499.535100002 0, 464757.0939999996 7194504.735100001 0, 464746.69400000013 7194504.735100001 0, 464746.69400000013 7194515.1351 0, 464751.8940000003 7194515.1351 0, 464751.8940000003 7194525.535100002 0, 464762.29399999976 7194525.535100002 0, 464783.0939999996 7194515.1351 0, 464783.0939999996 7194509.9351 0, 464772.69400000013 7194504.735100001 0, 464772.69400000013 7194499.535100002 0))",,,648.95999997627,7194512.282322224,464763.7023333332
963,0.726442,Fen,"POLYGON Z ((464809.0939999996 7194509.9351 0, 464798.69400000013 7194509.9351 0, 464798.69400000013 7194499.535100002 0, 464788.29399999976 7194499.535100002 0, 464788.29399999976 7194515.1351 0, 464793.49399999995 7194515.1351 0, 464809.0939999996 7194515.1351 0, 464809.0939999996 7194509.9351 0))",,,216.31999997191127,7194508.6351,464796.09399999975
964,0.731759,Fen,"POLYGON Z ((464850.69400000013 7194489.1351 0, 464840.29399999976 7194489.1351 0, 464835.0939999996 7194489.1351 0, 464835.0939999996 7194494.335099999 0, 464819.49399999995 7194494.335099999 0, 464819.49399999995 7194499.535100002 0, 464809.0939999996 7194499.535100002 0, 464809.0939999996 7194509.9351 0, 464809.0939999996 7194515.1351 0, 464814.29399999976 7194515.1351 0, 464814.29399999976 7194525.535100002 0, 464824.69400000013 7194525.535100002 0, 464829.8940000003 7194525.535100002 0, 464835.0939999996 7194515.1351 0, 464850.69400000013 7194515.1351 0, 464850.69400000013 7194504.735100001 0, 464855.8940000003 7194504.735100001 0, 464855.8940000003 7194499.535100002 0, 464855.8940000003 7194494.335099999 0, 464850.69400000013 7194494.335099999 0, 464850.69400000013 7194489.1351 0))",,,1135.6800000571461,7194506.489068255,464831.60669841286
965,0.619728,Evergreen Forest,"POLYGON Z ((464476.29399999976 7194494.335099999 0, 464471.0939999996 7194494.335099999 0, 464471.0939999996 7194509.9351 0, 464481.49399999995 7194509.9351 0, 464481.49399999995 7194515.1351 0, 464486.69400000013 7194515.1351 0, 464486.69400000013 7194509.9351 0, 464491.8940000003 7194509.9351 0, 464491.8940000003 7194504.735100001 0, 464491.8940000003 7194499.535100002 0, 464481.49399999995 7194499.535100002 0, 464481.49399999995 7194494.335099999 0, 464476.29399999976 7194494.335099999 0))",,,297.44000000678005,7194504.02600909,464480.78490909014
966,0.71082,Shrubland,"POLYGON Z ((464569.8940000003 7194494.335099999 0, 464564.69400000013 7194494.335099999 0, 464549.0939999996 7194509.9351 0, 464549.0939999996 7194515.1351 0, 464559.49399999995 7194515.1351 0, 464564.69400000013 7194515.1351 0, 464564.69400000013 7194520.335099999 0, 464575.0939999996 7194520.335099999 0, 464575.0939999996 7194504.735100001 0, 464590.69400000013 7194504.735100001 0, 464590.69400000013 7194494.335099999 0, 464569.8940000003 7194494.335099999 0))",,,635.4400000334158,7194505.509568083,464569.5620851069
967,0.708684,Shrubland,"POLYGON Z ((464606.29399999976 7194509.9351 0, 464616.69400000013 7194509.9351 0, 464616.69400000013 7194504.735100001 0, 464606.29399999976 7194504.735100001 0, 464606.29399999976 7194509.9351 0))",,,54.07999999418855,7194507.335100002,464611.49399999995
968,0.700434,Shrubland,"POLYGON Z ((464699.8940000003 7194489.1351 0, 464694.69400000013 7194489.1351 0, 464694.69400000013 7194494.335099999 0, 464679.0939999996 7194494.335099999 0, 464673.8940000003 7194494.335099999 0, 464673.8940000003 7194499.535100002 0, 464668.69400000013 7194499.535100002 0, 464668.69400000013 7194509.9351 0, 464673.8940000003 7194509.9351 0, 464673.8940000003 7194504.735100001 0, 464679.0939999996 7194504.735100001 0, 464684.29399999976 7194504.735100001 0, 464684.29399999976 7194499.535100002 0, 464699.8940000003 7194499.535100002 0, 464699.8940000003 7194489.1351 0))",,,270.40000005811453,7194499.015100002,464683.2540000016
969,0.711881,Shrubland,"POLYGON Z ((464705.0939999996 7194515.1351 0, 464705.0939999996 7194504.735100001 0, 464699.8940000003 7194504.735100001 0, 464699.8940000003 7194499.535100002 0, 464684.29399999976 7194499.535100002 0, 464684.29399999976 7194504.735100001 0, 464679.0939999996 7194504.735100001 0, 464679.0939999996 7194509.9351 0, 464689.49399999995 7194509.9351 0, 464689.49399999995 7194520.335099999 0, 464699.8940000003 7194520.335099999 0, 464699.8940000003 7194525.535100002 0, 464705.0939999996 7194525.535100002 0, 464705.0939999996 7194515.1351 0))",,,405.5999999564141,7194510.455099999,464694.8673333333
970,0.703178,Fen,"POLYGON Z ((464710.29399999976 7194483.9351 0, 464699.8940000003 7194483.9351 0, 464699.8940000003 7194489.1351 0, 464699.8940000003 7194499.535100002 0, 464699.8940000003 7194504.735100001 0, 464705.0939999996 7194504.735100001 0, 464705.0939999996 7194515.1351 0, 464710.29399999976 7194515.1351 0, 464710.29399999976 7194509.9351 0, 464715.49399999995 7194509.9351 0, 464715.49399999995 7194494.335099999 0, 464710.29399999976 7194494.335099999 0, 464710.29399999976 7194483.9351 0))",,,351.5200000009686,7194498.535100001,464707.29400000017
971,0.707923,Fen,"POLYGON Z ((464746.69400000013 7194504.735100001 0, 464746.69400000013 7194499.535100002 0, 464731.0939999996 7194499.535100002 0, 464725.8940000003 7194499.535100002 0, 464725.8940000003 7194509.9351 0, 464731.0939999996 7194509.9351 0, 464736.29399999976 7194509.9351 0, 464736.29399999976 7194504.735100001 0, 464746.69400000013 7194504.735100001 0))",,,162.2399999728799,7194503.868433333,464734.56066666683
972,0.734688,Fen,"POLYGON Z ((464809.0939999996 7194509.9351 0, 464809.0939999996 7194499.535100002 0, 464803.8940000003 7194499.535100002 0, 464798.69400000013 7194499.535100002 0, 464798.69400000013 7194509.9351 0, 464809.0939999996 7194509.9351 0))",,,108.15999997869135,7194504.735100002,464803.8939999999
973,0.75053,Shrubland,"POLYGON Z ((464887.0939999996 7194494.335099999 0, 464887.0939999996 7194489.1351 0, 464881.8940000003 7194489.1351 0, 464881.8940000003 7194494.335099999 0, 464866.29399999976 7194499.535100002 0, 464866.29399999976 7194504.735100001 0, 464861.0939999996 7194504.735100001 0, 464861.0939999996 7194515.1351 0, 464887.0939999996 7194509.9351 0, 464887.0939999996 7194494.335099999 0))",,,405.59999998304994,7194503.983988888,464875.7117777777
974,0.669991,Evergreen Forest,"POLYGON Z ((464429.49399999995 7194483.9351 0, 464424.29399999976 7194483.9351 0, 464424.29399999976 7194499.535100002 0, 464434.69400000013 7194499.535100002 0, 464434.69400000013 7194504.735100001 0, 464445.0939999996 7194504.735100001 0, 464445.0939999996 7194499.535100002 0, 464439.8940000003 7194499.535100002 0, 464439.8940000003 7194489.1351 0, 464429.49399999995 7194489.1351 0, 464429.49399999995 7194483.9351 0))",,,243.36000002712015,7194495.201766669,464433.2495555552
975,0.670867,Evergreen Forest,"POLYGON Z ((464491.8940000003 7194483.9351 0, 464491.8940000003 7194499.535100002 0, 464491.8940000003 7194504.735100001 0, 464507.49399999995 7194504.735100001 0, 464507.49399999995 7194499.535100002 0, 464497.0939999996 7194499.535100002 0, 464497.0939999996 7194483.9351 0, 464491.8940000003 7194483.9351 0))",,,162.23999998256565,7194496.935100001,464497.09399999987
976,0.715575,Evergreen Forest,"POLYGON Z ((464502.29399999976 7194483.9351 0, 464497.0939999996 7194483.9351 0, 464497.0939999996 7194499.535100002 0, 464507.49399999995 7194499.535100002 0, 464507.49399999995 7194504.735100001 0, 464512.69400000013 7194504.735100001 0, 464512.69400000013 7194494.335099999 0, 464512.69400000013 7194489.1351 0, 464502.29399999976 7194489.1351 0, 464502.29399999976 7194483.9351 0))",,,216.32000003486874,7194494.335100002,464504.894
977,0.707606,Shrubland,"POLYGON Z ((464601.0939999996 7194483.9351 0, 464601.0939999996 7194489.1351 0, 464590.69400000013 7194489.1351 0, 464590.69400000013 7194494.335099999 0, 464590.69400000013 7194504.735100001 0, 464575.0939999996 7194504.735100001 0, 464575.0939999996 7194520.335099999 0, 464580.29399999976 7194520.335099999 0, 464585.49399999995 7194520.335099999 0, 464590.69400000013 7194520.335099999 0, 464590.69400000013 7194509.9351 0, 464606.29399999976 7194509.9351 0, 464606.29399999976 7194504.735100001 0, 464606.29399999976 7194499.535100002 0, 464611.49399999995 7194494.335099999 0, 464616.69400000013 7194494.335099999 0, 464616.69400000013 7194489.1351 0, 464606.29399999976 7194489.1351 0, 464606.29399999976 7194483.9351 0, 464601.0939999996 7194483.9351 0))",,,662.4799999772387,7194503.072514965,464594.23141496605
978,0.678934,Shrubland,"POLYGON Z ((464616.69400000013 7194504.735100001 0, 464627.0939999996 7194504.735100001 0, 464627.0939999996 7194499.535100002 0, 464616.69400000013 7194499.535100002 0, 464616.69400000013 7194504.735100001 0))",,,54.07999998934567,7194502.135100001,464621.89399999985
979,0.732878,Shrubland,"POLYGON Z ((464642.69400000013 7194494.335099999 0, 464637.49399999995 7194494.335099999 0, 464637.49399999995 7194489.1351 0, 464632.29399999976 7194489.1351 0, 464632.29399999976 7194494.335099999 0, 464627.0939999996 7194494.335099999 0, 464627.0939999996 7194499.535100002 0, 464637.49399999995 7194499.535100002 0, 464637.49399999995 7194504.735100001 0, 464642.69400000013 7194504.735100001 0, 464642.69400000013 7194494.335099999 0))",,,135.2000000435859,7194496.9351,464635.9339999994
980,0.712938,Fen,"POLYGON Z ((464783.0939999996 7194489.1351 0, 464772.69400000013 7194489.1351 0, 464762.29399999976 7194489.1351 0, 464762.29399999976 7194494.335099999 0, 464772.69400000013 7194494.335099999 0, 464772.69400000013 7194499.535100002 0, 464772.69400000013 7194504.735100001 0, 464783.0939999996 7194509.9351 0, 464783.0939999996 7194515.1351 0, 464788.29399999976 7194515.1351 0, 464788.29399999976 7194499.535100002 0, 464798.69400000013 7194499.535100002 0, 464803.8940000003 7194499.535100002 0, 464803.8940000003 7194494.335099999 0, 464788.29399999976 7194494.335099999 0, 464788.29399999976 7194489.1351 0, 464783.0939999996 7194489.1351 0))",,,459.68000004988164,7194498.413531372,464782.278313727
981,0.571396,Evergreen Forest,"POLYGON Z ((464471.0939999996 7194478.735100001 0, 464465.8940000003 7194478.735100001 0, 464465.8940000003 7194483.9351 0, 464460.69400000013 7194483.9351 0, 464460.69400000013 7194494.335099999 0, 464455.49399999995 7194494.335099999 0, 464460.69400000013 7194509.9351 0, 464471.0939999996 7194509.9351 0, 464471.0939999996 7194494.335099999 0, 464476.29399999976 7194494.335099999 0, 464476.29399999976 7194489.1351 0, 464471.0939999996 7194489.1351 0, 464471.0939999996 7194478.735100001 0))",,,365.0399999801442,7194495.683248151,464465.89399999974
982,0.718185,Evergreen Forest,"POLYGON Z ((464538.69400000013 7194483.9351 0, 464533.49399999995 7194483.9351 0, 464528.29399999976 7194494.335099999 0, 464512.69400000013 7194494.335099999 0, 464512.69400000013 7194504.735100001 0, 464523.0939999996 7194504.735100001 0, 464523.0939999996 7194499.535100002 0, 464533.49399999995 7194499.535100002 0, 464533.49399999995 7194494.335099999 0, 464538.69400000013 7194494.335099999 0, 464538.69400000013 7194489.1351 0, 464538.69400000013 7194483.9351 0))",,,243.36000004164873,7194495.683248147,464525.79029629566
983,0.719635,Evergreen Forest,"POLYGON Z ((464538.69400000013 7194489.1351 0, 464538.69400000013 7194494.335099999 0, 464533.49399999995 7194494.335099999 0, 464533.49399999995 7194499.535100002 0, 464533.49399999995 7194509.9351 0, 464533.49399999995 7194515.1351 0, 464538.69400000013 7194515.1351 0, 464538.69400000013 7194509.9351 0, 464543.8940000003 7194509.9351 0, 464543.8940000003 7194489.1351 0, 464538.69400000013 7194489.1351 0))",,,216.32000001549721,7194502.1351,464538.6940000002
984,0.713779,Shrubland,"POLYGON Z ((464627.0939999996 7194494.335099999 0, 464627.0939999996 7194478.735100001 0, 464621.8940000003 7194478.735100001 0, 464621.8940000003 7194494.335099999 0, 464616.69400000013 7194494.335099999 0, 464611.49399999995 7194494.335099999 0, 464606.29399999976 7194499.535100002 0, 464606.29399999976 7194504.735100001 0, 464616.69400000013 7194504.735100001 0, 464616.69400000013 7194499.535100002 0, 464627.0939999996 7194499.535100002 0, 464627.0939999996 7194494.335099999 0))",,,229.8400000237301,7194494.53902157,464618.7332156855
985,0.706175,Shrubland,"POLYGON Z ((464642.69400000013 7194494.335099999 0, 464642.69400000013 7194504.735100001 0, 464637.49399999995 7194504.735100001 0, 464637.49399999995 7194515.1351 0, 464647.8940000003 7194515.1351 0, 464647.8940000003 7194509.9351 0, 464658.29399999976 7194509.9351 0, 464658.29399999976 7194504.735100001 0, 464658.29399999976 7194494.335099999 0, 464653.0939999996 7194494.335099999 0, 464642.69400000013 7194494.335099999 0))",,,324.4800000087172,7194504.301766666,464648.32733333355
986,0.698167,Shrubland,"POLYGON Z ((464673.8940000003 7194494.335099999 0, 464663.49399999995 7194494.335099999 0, 464663.49399999995 7194499.535100002 0, 464668.69400000013 7194499.535100002 0, 464673.8940000003 7194499.535100002 0, 464673.8940000003 7194494.335099999 0))",,,54.080000032931565,7194496.935100002,464668.6940000002
987,0.730664,Fen,"POLYGON Z ((464731.0939999996 7194483.9351 0, 464715.49399999995 7194489.1351 0, 464715.49399999995 7194494.335099999 0, 464715.49399999995 7194509.9351 0, 464715.49399999995 7194515.1351 0, 464720.69400000013 7194515.1351 0, 464725.8940000003 7194515.1351 0, 464725.8940000003 7194509.9351 0, 464725.8940000003 7194499.535100002 0, 464731.0939999996 7194499.535100002 0, 464731.0939999996 7194489.1351 0, 464731.0939999996 7194483.9351 0))",,,365.04000000678,7194499.342507408,464722.4273333333
988,0.725501,Fen,"POLYGON Z ((464746.69400000013 7194499.535100002 0, 464746.69400000013 7194494.335099999 0, 464741.49399999995 7194494.335099999 0, 464741.49399999995 7194489.1351 0, 464731.0939999996 7194489.1351 0, 464731.0939999996 7194499.535100002 0, 464746.69400000013 7194499.535100002 0))",,,135.2000000435859,7194494.8551,464737.85400000034
989,0.704814,Fen,"POLYGON Z ((464741.49399999995 7194489.1351 0, 464741.49399999995 7194494.335099999 0, 464746.69400000013 7194494.335099999 0, 464746.69400000013 7194499.535100002 0, 464746.69400000013 7194504.735100001 0, 464757.0939999996 7194504.735100001 0, 464757.0939999996 7194499.535100002 0, 464772.69400000013 7194499.535100002 0, 464772.69400000013 7194494.335099999 0, 464762.29399999976 7194494.335099999 0, 464762.29399999976 7194489.1351 0, 464751.8940000003 7194489.1351 0, 464741.49399999995 7194489.1351 0))",,,297.440000050366,7194495.989645457,464755.43945454684
990,0.742007,Fen,"POLYGON Z ((464809.0939999996 7194478.735100001 0, 464809.0939999996 7194489.1351 0, 464803.8940000003 7194489.1351 0, 464803.8940000003 7194494.335099999 0, 464803.8940000003 7194499.535100002 0, 464809.0939999996 7194499.535100002 0, 464819.49399999995 7194499.535100002 0, 464819.49399999995 7194494.335099999 0, 464814.29399999976 7194494.335099999 0, 464814.29399999976 7194478.735100001 0, 464809.0939999996 7194478.735100001 0))",,,189.2800000280887,7194491.735100003,464810.95114285743
991,0.728855,Fen,"POLYGON Z ((464866.29399999976 7194489.1351 0, 464866.29399999976 7194483.9351 0, 464861.0939999996 7194483.9351 0, 464855.8940000003 7194483.9351 0, 464850.69400000013 7194483.9351 0, 464850.69400000013 7194489.1351 0, 464850.69400000013 7194494.335099999 0, 464855.8940000003 7194494.335099999 0, 464855.8940000003 7194499.535100002 0, 464866.29399999976 7194499.535100002 0, 464866.29399999976 7194489.1351 0))",,,216.3200000009686,7194491.085100001,464859.1440000003
992,0.727292,Shrubland,"POLYGON Z ((464866.29399999976 7194489.1351 0, 464866.29399999976 7194499.535100002 0, 464881.8940000003 7194494.335099999 0, 464881.8940000003 7194489.1351 0, 464866.29399999976 7194489.1351 0))",,,121.6800000159815,7194493.179544443,464873.2273333329
993,0.446712,Evergreen Forest,"POLYGON Z ((464460.69400000013 7194483.9351 0, 464450.29399999976 7194483.9351 0, 464450.29399999976 7194489.1351 0, 464455.49399999995 7194489.1351 0, 464455.49399999995 7194494.335099999 0, 464460.69400000013 7194494.335099999 0, 464460.69400000013 7194483.9351 0))",,,81.11999999128282,7194488.268433333,464456.36066666665
994,0.652125,Evergreen Forest,"POLYGON Z ((464476.29399999976 7194473.535100002 0, 464476.29399999976 7194478.735100001 0, 464471.0939999996 7194478.735100001 0, 464471.0939999996 7194489.1351 0, 464476.29399999976 7194489.1351 0, 464476.29399999976 7194494.335099999 0, 464481.49399999995 7194494.335099999 0, 464481.49399999995 7194499.535100002 0, 464491.8940000003 7194499.535100002 0, 464491.8940000003 7194483.9351 0, 464491.8940000003 7194478.735100001 0, 464486.69400000013 7194478.735100001 0, 464486.69400000013 7194473.535100002 0, 464476.29399999976 7194473.535100002 0))",,,405.5999999951572,7194486.188433333,464482.7073333336
995,0.708348,Evergreen Forest,"POLYGON Z ((464590.69400000013 7194483.9351 0, 464580.29399999976 7194483.9351 0, 464580.29399999976 7194489.1351 0, 464575.0939999996 7194489.1351 0, 464569.8940000003 7194489.1351 0, 464569.8940000003 7194494.335099999 0, 464590.69400000013 7194494.335099999 0, 464590.69400000013 7194489.1351 0, 464590.69400000013 7194483.9351 0))",,,162.2399999777228,7194490.001766666,464582.0273333335
996,0.725698,Evergreen Forest,"POLYGON Z ((464627.0939999996 7194478.735100001 0, 464627.0939999996 7194494.335099999 0, 464632.29399999976 7194494.335099999 0, 464632.29399999976 7194489.1351 0, 464632.29399999976 7194478.735100001 0, 464627.0939999996 7194478.735100001 0))",,,81.11999999128282,7194486.535100001,464629.6939999996
997,0.68855,Evergreen Forest,"POLYGON Z ((464647.8940000003 7194478.735100001 0, 464642.69400000013 7194478.735100001 0, 464642.69400000013 7194473.535100002 0, 464637.49399999995 7194473.535100002 0, 464637.49399999995 7194478.735100001 0, 464632.29399999976 7194478.735100001 0, 464632.29399999976 7194489.1351 0, 464637.49399999995 7194489.1351 0, 464637.49399999995 7194494.335099999 0, 464642.69400000013 7194494.335099999 0, 464642.69400000013 7194489.1351 0, 464653.0939999996 7194489.1351 0, 464653.0939999996 7194483.9351 0, 464647.8940000003 7194483.9351 0, 464647.8940000003 7194478.735100001 0))",,,243.35999996900557,7194484.223988892,464641.24955555546
998,0.704177,Shrubland,"POLYGON Z ((464653.0939999996 7194494.335099999 0, 464653.0939999996 7194489.1351 0, 464642.69400000013 7194489.1351 0, 464642.69400000013 7194494.335099999 0, 464653.0939999996 7194494.335099999 0))",,,54.07999998934567,7194491.735099999,464647.8939999998
999,0.711704,Shrubland,"POLYGON Z ((464679.0939999996 7194483.9351 0, 464679.0939999996 7194478.735100001 0, 464673.8940000003 7194478.735100001 0, 464673.8940000003 7194483.9351 0, 464658.29399999976 7194483.9351 0, 464658.29399999976 7194489.1351 0, 464653.0939999996 7194489.1351 0, 464653.0939999996 7194494.335099999 0, 464658.29399999976 7194494.335099999 0, 464658.29399999976 7194504.735100001 0, 464663.49399999995 7194504.735100001 0, 464663.49399999995 7194499.535100002 0, 464663.49399999995 7194494.335099999 0, 464673.8940000003 7194494.335099999 0, 464679.0939999996 7194494.335099999 0, 464679.0939999996 7194483.9351 0))",,,324.4799999699742,7194490.435099999,464666.9606666658
1000,0.726679,Fen,"POLYGON Z ((464731.0939999996 7194483.9351 0, 464731.0939999996 7194478.735100001 0, 464736.29399999976 7194478.735100001 0, 464736.29399999976 7194473.535100002 0, 464720.69400000013 7194473.535100002 0, 464720.69400000013 7194478.735100001 0, 464710.29399999976 7194478.735100001 0, 464710.29399999976 7194483.9351 0, 464710.29399999976 7194494.335099999 0, 464715.49399999995 7194494.335099999 0, 464715.49399999995 7194489.1351 0, 464731.0939999996 7194483.9351 0))",,,283.9199999573827,7194481.954147621,464721.43685714254
1001,0.728537,Fen,"POLYGON Z ((464814.29399999976 7194473.535100002 0, 464814.29399999976 7194463.1351 0, 464798.69400000013 7194478.735100001 0, 464788.29399999976 7194478.735100001 0, 464788.29399999976 7194483.9351 0, 464783.0939999996 7194483.9351 0, 464783.0939999996 7194489.1351 0, 464788.29399999976 7194489.1351 0, 464788.29399999976 7194494.335099999 0, 464803.8940000003 7194494.335099999 0, 464803.8940000003 7194489.1351 0, 464809.0939999996 7194489.1351 0, 464809.0939999996 7194478.735100001 0, 464809.0939999996 7194473.535100002 0, 464814.29399999976 7194473.535100002 0))",,,419.11999996706845,7194483.096390322,464799.5327096775
